//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2001 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// MediaDiaria: 0 = Não, 1 = Sim
// MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca
//
// Restrições da consulta:
//   Código da Estação: 44630000
//
//------------------------------------------------------------------------------

//EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status;
44630000;1;01/02/2008;;1;1;35,6;2,527901;10,28766;8;24;1;1;1;;;3,7677;3,889714;6,713725;6,713725;8,526773;10,02122;18,68249;35,6;29,28;27,12;19,92973;22,13812;16,6689;14,61065;11,20839;9,355736;8,904302;6,442737;2,660222;2,660222;2,660222;2,660222;2,593614;2,527901;3,042634;3,225485;4,847832;5,816471;6,073288;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
44630000;1;01/03/2008;;1;1;52,2;3,848814;17,60826;8;31;1;3;3;;;6,768633;11,8655;11,93974;12,92724;13,71523;19,63811;21,72743;52,2;37,2;38,7;21,93227;21,2198;24,24;27,12;22,8;22,8;22,345;22,345;21,42209;21,01854;20,51982;20,02744;6,82378;6,768633;6,713725;6,125359;6,125359;5,417786;4,940493;4,620247;3,848814;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;
44630000;1;01/04/2008;;1;1;13,00492;2,399155;4,183362;8;25;3;1;3;;;3,608219;3,375848;3,262735;3,188462;3,375848;6,990643;11,571;13,00492;7,446085;6,38925;5,665204;5,320458;4,894046;3,300212;3,225485;3,225485;3,188462;3,042634;2,971077;2,971077;2,935637;2,83067;2,761816;2,560646;2,399155;2,399155;2,399155;2,399155;2,399155;2,399155;;3;3;3;3;3;1;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
44630000;1;01/05/2008;;1;1;2,463082;0,9985218;1,787632;7;28;1;1;1;;;2,304936;2,273974;2,273974;2,33612;2,33612;2,431007;2,463082;2,399155;2,09286;2,09286;2,09286;1,808656;1,808656;1,808656;1,754449;1,727674;1,674778;1,648656;1,597067;1,546348;1,471894;1,453687;1,453687;1,453687;1,453687;1,371728;1,371728;0,9985218;1,331666;1,292214;1,292214;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
44630000;1;01/06/2008;;1;1;1,292214;0,8662303;1,031709;1;18;1;1;1;;;1,292214;1,292214;1,253372;1,215141;1,177518;1,140504;1,140504;1,140504;1,140504;1,140504;1,104098;1,068299;0,9985218;0,9985218;0,9985218;0,9985218;0,9311672;0,8662303;0,8662303;0,964542;0,9985218;0,9985218;0,9985218;0,9985218;0,8983968;0,8662303;0,8662303;0,8662303;0,8662303;0,8662303;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
44630000;1;01/07/2008;;1;1;0,8662303;0,5776265;0,6710567;1;25;1;1;1;;;0,8662303;0,803706;0,803706;0,803706;0,773347;0,773347;0,743589;0,743589;0,685874;0,685874;0,685874;0,685874;0,685874;0,685874;0,6579151;0,6305549;0,6305549;0,6305549;0,6305549;0,6305549;0,6305549;0,6305549;0,6305549;0,6305549;0,5776265;0,5776265;0,5776265;0,5776265;0,5776265;0,5776265;0,5776265;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
44630000;1;01/08/2008;;1;1;0,5776265;0,4331214;0,5154559;1;24;1;1;1;;;0,5776265;0,5776265;0,5776265;0,5776265;0,5776265;0,5776265;0,5776265;0,5776265;0,5776265;0,5776265;0,5776265;0,5776265;0,5520568;0,5270824;0,5270824;0,5270824;0,5270824;0,5270824;0,5027025;0,4789163;0,4789163;0,4789163;0,4557229;0,4331214;0,4331214;0,4331214;0,4331214;0,4331214;0,4331214;0,4331214;0,4331214;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
44630000;1;01/09/2008;;1;1;0,4578962;0,2552665;0,2889109;30;15;1;1;1;;;0,3210346;0,3210346;0,3210346;0,3210346;0,303765;0,2870507;0,2870507;0,2870507;0,2870507;0,2870507;0,2870507;0,2708862;0,2870507;0,2870507;0,2552665;0,2552665;0,2552665;0,2552665;0,2552665;0,2552665;0,2552665;0,2552665;0,2870507;0,3210346;0,2708862;0,2552665;0,2870507;0,303765;0,2870507;0,4578962;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
44630000;1;01/10/2008;;1;1;0,8206131;0,2870507;0,4497107;2;26;1;1;1;;;0,6769065;0,8206131;0,7043599;0,6769065;0,5253792;0,5253792;0,5734047;0,5490852;0,5253792;0,4797892;0,4797892;0,4578962;0,4365982;0,4365982;0,4365982;0,4365982;0,4365982;0,4365982;0,4365982;0,395768;0,395768;0,3762262;0,35726;0,3388645;0,303765;0,2870507;0,2870507;0,2870507;0,2870507;0,2870507;0,2870507;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
44630000;1;01/11/2008;;1;1;18,52566;0,2870507;5,340498;30;1;1;1;1;;;0,2870507;0,2870507;0,2870507;0,2870507;0,2870507;0,2870507;0,2870507;0,2870507;0,2870507;0,303765;0,5022819;1,233408;2,751004;4,547297;4,367881;3,450343;4,149086;6,018248;11,12446;12,25653;13,69353;7,239455;6,89431;9,168756;8,329747;8,267006;9,570686;8,77612;16,46192;18,52566;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
44630000;1;01/12/2008;;1;1;;;;;;;;;;;19,90769;;23,52;22,8;51,4;51,4;51,4;51,4;49;39,4;36,4;31,6;22,8;19,30881;15,56722;15,56722;19,50734;19,30881;19,01307;21,86947;51,4;45;46,6;47,4;46,6;45;45;43,6;43,6;48,2;55;3;;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;
44630000;1;01/01/2009;;1;1;116,5;22,29519;54,12421;12;19;1;1;1;;;53;50,6;43,6;42,2;44,3;65,2;81,2;100;86,4;106;113,5;116,5;103;94,9;46,6;28,56;22,8;22,8;22,29519;22,29519;24,96;27,12;27,12;36,4;49,8;49;42,9;40,8;38;38;38;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
44630000;1;01/01/2009;;1;1;116,5;22,2952;54,1242;12;19;1;1;1;;;53;50,6;43,6;42,2;44,3;65,2;81,2;100;86,4;106;113,5;116,5;103;94,9;46,6;28,56;22,8;22,8;22,2952;22,2952;24,96;27,12;27,12;36,4;49,8;49;42,9;40,8;38;38;38;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
44630000;1;01/02/2009;;1;1;38;5,965623;19,33294;1;27;1;1;1;;;38;38;36,4;36,4;23,52;22,8;21,55309;21,44819;21,34355;20,82455;21,97548;22,18834;19,70696;20,21083;20,61887;19,90769;19,11138;17,94976;17,29028;14,78503;12,25653;11,42056;8,77612;8,455998;7,008347;6,339244;5,965623;7,065744;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
44630000;1;01/02/2009;;1;1;38;5,9656;19,3329;1;27;1;1;1;;;38;38;36,4;36,4;23,52;22,8;21,5531;21,4482;21,3436;20,8245;21,9755;22,1883;19,707;20,2108;20,6189;19,9077;19,1114;17,9498;17,2903;14,785;12,2565;11,4206;8,7761;8,456;7,0083;6,3392;5,9656;7,0657;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
44630000;1;01/03/2009;;1;1;16,6441;3,811603;5,596231;10;21;1;1;1;;;6,837671;6,39362;5,304139;4,77706;4,77706;3,936348;3,852944;4,020718;5,304139;16,6441;11,72086;5,913248;4,502077;4,412369;4,323636;4,323636;4,106054;4,149086;3,978412;3,894526;3,811603;3,811603;3,978412;4,684421;6,124246;5,206089;6,124246;6,89431;6,669265;6,39362;6,613633;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
44630000;1;01/04/2009;;1;1;13,61143;2,547822;7,585974;4;5;1;1;1;;;8,711582;10,19108;13,44805;13,61143;2,547822;3,729644;4,917857;6,39362;6,503124;8,905968;9,775147;8,971278;8,905968;8,77612;8,77612;8,77612;8,647301;8,647301;8,583276;8,519509;8,392745;8,392745;7,957138;8,080318;8,0186;4,149086;3,978412;3,811603;3,811603;3,648646;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
44630000;1;01/05/2009;;1;1;3,372695;1,763632;2,294925;1;31;1;1;1;;;3,372695;3,182743;2,962627;2,820605;2,751004;2,648361;2,581103;2,514776;2,481962;2,417033;2,353032;2,289957;2,227807;2,227807;2,197077;2,166579;2,166579;2,166579;2,106271;2,106271;2,106271;2,106271;2,046881;2,01753;1,988408;1,930848;1,930848;1,8742;1,818462;1,818462;1,763632;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
44630000;1;01/06/2009;;1;1;1,818462;1,195232;1,571438;4;26;1;1;1;;;1,763632;1,763632;1,763632;1,818462;1,818462;1,818462;1,656685;1,656685;1,604563;1,604563;1,604563;1,604563;1,604563;1,604563;1,553341;1,553341;1,553341;1,553341;1,528065;1,553341;1,528065;1,503014;1,503014;1,453581;1,453581;1,195232;1,357387;1,357387;1,40504;1,40504;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
44630000;1;01/07/2009;;1;1;1,40504;0,623902;1,188527;1;31;1;1;1;;;1,40504;1,357387;1,357387;1,120974;1,195232;1,157755;1,272287;1,272287;1,272287;1,272287;1,272287;1,357387;1,357387;1,381102;1,272287;1,357387;1,357387;1,272287;1,233408;1,195232;1,120974;1,120974;0,9807293;0,9807293;0,9807293;1,049483;1,233408;1,084884;1,014766;0,9146813;0,623902;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
